종목코드,종목명,IPO,종가,시가총액,거래량,거래대금,상장주식수,BPS,PER,PBR,EPS,DIV,DPS,날짜
016670,인피니티엔티,1993-04-21,973,97551057352,0,0,100258024,629.0,0.0,1.55,0.0,0.0,0.0,20220330
058450,일야,2002-01-17,685,22858450000,0,0,33370000,500.0,0.0,1.37,0.0,0.0,0.0,20220330
094820,일진파워,2007-11-06,24900,377721660450,1369374,34783577200,15078709,6660.0,34.38,3.74,724.0,1.2,300.0,20220330
187420,제노포커스,2015-05-29,6240,140843802600,110948,694772560,22499010,1797.0,0.0,3.47,0.0,0.0,0.0,20220330
123330,제닉,2011-08-03,5770,40460000000,441116,2771072340,7000000,3190.0,0.0,1.81,0.0,0.0,0.0,20220330
147830,제룡산업,2012-02-13,3705,74100000000,107397,396237420,20000000,3077.0,13.0,1.2,285.0,4.05,150.0,20220330
054950,제이브이엠,2006-06-07,14650,177116917800,76121,1096982450,12089892,11366.0,30.39,1.29,482.0,2.73,400.0,20220330
137950,제이씨케미칼,2011-08-08,9010,200855682280,338962,3054395180,22267814,4545.0,25.23,1.98,357.0,1.0,90.0,20220330
126880,제이엔케이히터,2011-01-31,7540,161274075850,5565291,37696375920,23204903,4418.0,79.4,1.71,95.0,0.0,0.0,20220330
229000,젠큐릭스,2020-06-25,14300,93785420300,13343,188291900,6558421,8342.0,2.55,1.71,5605.0,0.0,0.0,20220330
