종목코드,R1D,R1W,R1M,R3M,R6M,R1Y,날짜
003310,-8.51,-1.74,17.94,10.08,61.58,70.96,20221012
114920,10.65,4.67,17.36,21.71,-14.63,71.77,20221012
078600,0.74,4.34,-14.63,26.86,-11.77,-14.09,20221012
012800,0.42,-3.64,-13.14,-12.82,-40.65,-39.9,20221012
096350,-0.34,-2.33,-22.89,-27.3,-44.3,-45.54,20221012
140520,-1.15,-4.63,-21.13,-18.64,-33.55,-13.59,20221012
131220,-1.64,-4.76,-20.55,-18.7,-28.31,-24.89,20221012
010170,1.22,-4.25,-20.39,20.39,6.21,-30.34,20221012
054670,-0.71,-3.13,-15.13,-17.23,-33.65,-23.65,20221012
001070,0.19,1.18,1.38,4.36,2.59,6.08,20221012
023910,0.58,0.39,-0.58,-3.72,-11.32,-13.11,20221012
006650,7.17,14.35,3.02,-2.45,-23.4,-43.23,20221012
084010,-0.41,-0.41,-10.62,-18.67,-42.59,-36.79,20221012
001790,-2.84,-5.87,-15.62,-20.34,-10.78,-17.12,20221012
001795,-2.26,-6.85,-12.18,-23.47,-19.05,-26.77,20221012
001130,-0.39,-3.38,-10.14,-5.86,-26.15,-17.36,20221012
003495,-0.94,-2.41,-13.04,-17.78,-32.44,-33.88,20221012
005880,0.0,2.27,-2.4,-10.96,-25.91,-24.25,20221012
003830,-0.1,-1.3,-8.8,-6.19,-19.92,-28.62,20221012
016090,-0.49,0.25,-10.2,1.0,-21.97,-28.95,20221012
021040,-2.71,-2.89,-19.58,-13.64,-38.3,-36.26,20221012
021045,-3.83,-8.22,-24.15,-23.28,-31.86,-34.31,20221012
067080,-9.17,-18.85,44.95,33.78,14.58,3.77,20221012
298540,2.13,0.42,-22.37,-19.36,-26.98,-13.38,20221012
