종목코드,R1D,R1W,R1M,R3M,R6M,R1Y,날짜
001520,-1.91,-2.84,-1.28,14.07,-9.68,8.45,20220506
001527,-0.58,-2.01,2.4,2.09,15.93,-1.44,20220506
001529,-0.28,-2.7,-6.13,-16.96,-5.01,6.04,20220506
084670,0.0,-0.52,-7.11,3.84,-9.55,-21.04,20220506
082640,-0.6,-2.37,-1.35,4.44,-2.66,30.82,20220506
060380,-3.47,-7.66,1.69,-5.74,3.58,8.23,20220506
001525,0.12,0.86,1.48,2.49,8.16,-4.42,20220506
079960,-0.29,-1.45,-7.1,-1.45,-10.99,-8.6,20220506
008970,-2.49,-3.18,-1.08,20.18,-2.14,-21.94,20220506
228340,0.71,2.38,-3.7,12.88,7.73,-21.18,20220506
092780,-0.31,1.56,-3.27,7.07,-20.22,14.81,20220506
088910,-3.31,0.14,4.63,13.8,13.43,-2.23,20220506
094170,-1.98,-2.62,-14.39,-27.44,0.34,-23.72,20220506
049770,-0.59,-4.78,-5.83,-9.84,-18.12,-24.16,20220506
013120,-2.12,-1.74,-3.23,5.17,-2.49,-20.22,20220506
